6|7|F|
6|7|F|
6|7|F|
6|7|F|
6|7|F|
6|7|F|
6|7|F|
6|7|F|
6|7|F|
6|7|F|
6|7|F|
6|7|F|
6|7|F|
6|7|F|
6|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
33|7|F|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
34|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
67|7|O|
70|7|F|
70|7|F|
70|7|F|
70|7|F|
70|7|F|
70|7|F|
70|7|F|
